date, pm25, pm10, o3, no2, so2, co
2018/9/1, 70, 23, 19, 9, 1, 3
2018/9/2, 68, 26, 20, 9, 2, 3
2018/9/3, 63, 29, 30, 7, 3, 3
2018/9/4, 64, 36, 36, 9, 3, 3
2018/9/5, 79, 30, 38, 10, 1, 3
2018/9/6, 75, 27, 34, 12, 1, 3
2018/9/7, 67, 18, 36, 7, 2, 2
2018/9/8, 54, 13, 35, 6, 1, 2
2018/9/9, 43, 17, 37, 7, 1, 2
2018/9/10, 53, 35, 74, 11, 2, 3
2018/9/11, 73, 34, 30, 9, 3, 3
2018/9/12, 67, 32, 38, 9, 4, 3
2018/9/13, 70, 21, 16, 6, 2, 2
2018/9/14, 46, 17, 13, 3, 2, 
2018/9/15, 42, 28, 24, 14, 3, 4
2018/9/16, 65, 40, 33, 10, 2, 3
2018/9/17, 82, 37, 31, 7, 4, 3
2018/9/18, 74, 44, 47, 12, 3, 4
2018/9/19, 97, 41, 32, 11, 2, 3
2018/9/20, 99, 39, 35, 12, 5, 2
2018/9/21, 91, 32, 31, 10, 4, 2
2018/9/22, 86, 30, 27, 10, 2, 3
2018/9/23, 80, 23, 34, 4, 1, 2
2018/9/24, 52, 33, 38, 5, 2, 2
2018/9/25, 59, 35, 32, 9, 3, 2
2018/9/26, 65, 36, 31, 5, 3, 2
2018/9/27, 59, 36, 34, 5, 4, 1
2018/9/28, 54, 30, 45, 11, 3, 2
2018/9/29, 60, 42, 63, 7, 1, 3
2018/9/30, 80, 46, 73, 8, 2, 2
2018/4/1, 105, 56, 40, 18, 2, 5
2018/4/2, 112, 52, 33, 14, 2, 5
2018/4/3, 104, 46, 43, 13, 3, 4
2018/4/4, 95, 42, 29, 12, 3, 3
2018/4/5, 87, 42, 33, 9, 2, 3
2018/4/6, 69, 76, 42, 9, 2, 3
2018/4/7, 94, 47, 51, 14, 1, 4
2018/4/8, 67, 44, 57, 12, 2, 4
2018/4/9, 74, 45, 53, 17, 3, 5
2018/4/10, 80, 40, 34, 17, 2, 5
2018/4/11, 79, 28, 19, 17, 2, 5
2018/4/12, 68, 29, 37, 13, 2, 5
2018/4/13, 77, 27, 16, 11, 3, 4
2018/4/14, 61, 35, 37, 8, 2, 3
2018/4/15, 52, 60, 42, 11, 3, 3
2018/4/16, 74, 34, 40, 13, 4, 3
2018/4/17, 64, 40, 44, 15, 2, 3
2018/4/18, 65, 35, 58, 16, 3, 4
2018/4/19, 75, 46, 68, 17, 4, 5
2018/4/20, 103, 55, 52, 16, 5, 6
2018/4/21, 126, 52, 69, 17, 2, 5
2018/4/22, 127, 30, 41, 12, 3, 4
2018/4/23, 75, 20, 30, 12, 2, 3
2018/4/24, 44, 43, 48, 13, 2, 4
2018/4/25, 71, 47, 66, 19, 4, 5
2018/4/26, 83, 43, 47, 21, 3, 6
2018/4/27, 94, 42, 74, 16, 4, 5
2018/4/28, 93, 48, 60, 14, 3, 6
2018/4/29, 104, 37, 39, 12, 3, 5
2018/4/30, 82, 34, 26, 12, 2, 5
2018/5/1, 77, 29, 15, 10, 2, 3
2018/5/2, 55, 49, 48, 12, 2, 5
2018/5/3, 85, 34, 46, 17, 3, 4
2018/5/4, 58, 41, 49, 15, 2, 5
2018/5/5, 72, 33, 35, 10, 3, 3
2018/5/6, 62, 27, 18, 9, 3, 3
2018/5/7, 44, 16, 36, 8, 2, 3
2018/5/8, 32, 30, 37, 13, 2, 3
2018/5/9, 48, 44, 47, 11, 2, 3
2018/5/10, 57, 42, 45, 14, 4, 4
2018/5/11, 67, 42, 42, 14, 2, 4
2018/5/12, 77, 36, 30, 11, 3, 4
2018/5/13, 72, 27, 30, 11, 4, 3
2018/5/14, 60, 24, 23, 12, 3, 3
2018/5/15, 54, 22, 16, 11, 4, 3
2018/5/16, 43, 20, 15, 11, 4, 4
2018/5/17, 47, 28, 18, 12, 3, 3
2018/5/18, 52, 20, 20, 9, 2, 2
2018/5/19, 52, 18, 20, 6, 2, 3
2018/5/20, 51, 24, 34, 11, 4, 2
2018/5/21, 53, 34, 43, 12, 2, 4
2018/5/22, 75, 31, 33, 13, 3, 4
2018/5/23, 67, 42, 53, 13, 2, 5
2018/5/24, 71, 32, 29, 12, 2, 4
2018/5/25, 62, 27, 21, 6, 2, 2
2018/5/26, 39, 23, 26, 9, 2, 3
2018/5/27, 58, 20, 24, 9, 2, 3
2018/5/28, 55, 27, 44, 10, 2, 3
2018/5/29, 71, 19, 35, 7, 4, 2
2018/5/30, 57, 19, 22, 8, 4, 3
2018/5/31, 41, 27, 48, 9, 1, 3
2018/6/1, 48, 33, 49, 11, 3, 4
2018/6/2, 65, 24, 42, 10, 2, 3
2018/6/3, 59, 33, 43, 14, 2, 4
2018/6/4, 70, 28, 45, 12, 3, 4
2018/6/5, 72, 20, 34, 10, 3, 3
2018/6/6, 51, 18, 30, 12, 2, 3
2018/6/7, 41, 20, 44, 14, 2, 3
2018/6/8, 42, 17, 23, 12, 2, 2
2018/6/9, 32, 23, 28, 13, 3, 3
2018/6/10, 58, 21, 36, 16, 1, 4
2018/6/11, 48, 36, 69, 19, 5, 4
2018/6/12, 67, 37, 74, 13, 2, 4
2018/6/13, 76, 23, 32, 8, 2, 2
2018/6/14, 47, 10, 32, 15, 2, 3
2018/6/15, 21, 34, 41, 9, 3, 2
2018/6/16, 59, 19, 33, 11, 2, 3
2018/6/17, 50, 16, 35, 10, 2, 3
2018/6/18, 38, 13, 20, 7, 1, 3
2018/6/19, 20, 17, 15, 5, 2, 2
2018/6/20, 30, 20, 19, 8, 2, 2
2018/6/21, 42, 24, 19, 11, 3, 4
2018/6/22, 49, 20, 18, 9, 2, 3
2018/6/23, 46, 15, 21, 9, 3, 2
2018/6/24, 43, 20, 24, 10, 2, 3
2018/6/25, 57, 18, 20, 9, 3, 3
2018/6/26, 56, 20, 12, 10, 2, 3
2018/6/27, 55, 19, 24, 9, 3, 2
2018/6/28, 55, 14, 18, 8, 4, 3
2018/6/29, 46, 15, 26, 8, 3, 2
2018/6/30, 50, 18, 25, 7, 4, 2
2018/1/1, 59, 28, 33, 19, 2, 6
2018/1/2, 54, 57, 41, 25, 4, 8
2018/1/3, 102, 69, 14, 24, 5, 7
2018/1/4, 136, 18, 18, 13, 1, 4
2018/1/5, 38, 9, 23, 15, 3, 4
2018/1/6, 32, 8, 29, 11, 1, 2
2018/1/7, 27, 8, 14, 16, 1, 5
2018/1/8, 29, 32, 21, 16, 3, 6
2018/1/9, 69, 29, 35, 12, 2, 3
2018/1/10, 63, 35, 35, 10, 2, 3
2018/1/11, 53, 37, 33, 12, 3, 3
2018/1/12, 54, 20, 28, 9, 2, 3
2018/1/13, 25, 15, 26, 14, 3, 3
2018/1/14, 25, 27, 26, 19, 2, 4
2018/1/15, 48, 48, 16, 22, 3, 8
2018/1/16, 80, 46, 34, 21, 5, 5
2018/1/17, 83, 34, 30, 15, 5, 4
2018/1/18, 62, 26, 34, 17, 4, 5
2018/1/19, 57, 47, 35, 12, 5, 5
2018/1/20, 88, 31, 31, 11, 3, 4
2018/1/21, 58, 44, 36, 12, 4, 4
2018/1/22, 70, 34, 34, 11, 3, 4
2018/1/23, 44, 33, 35, 10, 1, 4
2018/1/24, 62, 19, 31, 10, 1, 4
2018/1/25, 34, 14, 27, 9, 2, 3
2018/1/26, 23, 26, 28, 13, 2, 3
2018/1/27, 35, 18, 22, 9, 2, 3
2018/1/28, 34, 18, 25, 8, 1, 4
2018/1/29, 45, 16, 27, 15, 2, 4
2018/1/30, 45, 12, 27, 12, 3, 4
2018/1/31, 39, 47, 26, 15, 1, 6
2018/2/1, 108, 29, 31, 11, 2, 3
2018/2/2, 64, 47, 32, 14, 2, 5
2018/2/3, 111, 12, 28, 8, 1, 2
2018/2/4, 50, 29, 26, 14, 2, 3
2018/2/5, 67, 40, 23, 12, 2, 4
2018/2/6, 77, 15, 17, 21, , 4
2018/2/7, 54, 20, 32, 14, 1, 3
2018/2/8, 54, 40, 24, 21, 1, 6
2018/2/9, 82, 36, 32, 12, 1, 4
2018/2/10, 80, 50, 35, 8, 1, 4
2018/2/11, 81, 77, 36, 13, 2, 4
2018/2/12, 78, 56, 42, 21, 2, 6
2018/2/13, 80, 59, 42, 21, 2, 7
2018/2/14, 91, 52, 47, 18, 4, 6
2018/2/15, 110, 66, 27, 15, 2, 5
2018/2/16, 125, 29, 36, 8, 2, 4
2018/2/17, 61, 61, 40, 17, 3, 6
2018/2/18, 100, 47, 29, 20, 3, 7
2018/2/19, 102, 47, 30, 11, 2, 3
2018/2/20, 96, 24, 31, 9, 1, 3
2018/2/21, 56, 33, 37, 9, 1, 4
2018/2/22, 72, 37, 33, 14, 1, 4
2018/2/23, 72, 56, 22, 23, 5, 6
2018/2/24, 106, 42, 30, 14, 5, 3
2018/2/25, 92, 39, 32, 12, 3, 3
2018/2/26, 73, 52, 35, 17, 14, 6
2018/2/27, 95, 52, 20, 22, 2, 9
2018/2/28, 113, 38, 34, 20, 3, 7
2018/3/1, 69, 72, 39, 21, 3, 7
2018/3/2, 126, 59, 39, 15, 5, 6
2018/3/3, 123, 49, 22, 18, 3, 7
2018/3/4, 110, 40, 25, 11, 2, 3
2018/3/5, 84, 33, 31, 10, 2, 3
2018/3/6, 62, 37, 32, 14, 3, 2
2018/3/7, 57, 20, 27, 12, 2, 3
2018/3/8, 50, 54, 37, 11, 1, 4
2018/3/9, 103, 27, 37, 13, 2, 3
2018/3/10, 54, 22, 45, 14, 2, 4
2018/3/11, 49, 40, 38, 22, 3, 5
2018/3/12, 75, 46, 34, 20, 3, 5
2018/3/13, 94, 53, 24, 25, 5, 6
2018/3/14, 112, 47, 32, 22, 5, 6
2018/3/15, 102, 32, 35, 16, 4, 4
2018/3/16, 74, 33, 37, 13, 2, 4
2018/3/17, 66, 50, 37, 18, 3, 6
2018/3/18, 82, 49, 48, 14, 2, 6
2018/3/19, 92, 27, 26, 13, 2, 4
2018/3/20, 68, 24, 38, 10, 1, 4
2018/3/21, 54, 28, 39, 13, 3, 4
2018/3/22, 62, 48, 45, 14, 3, 4
2018/3/23, 74, 39, 57, 16, 2, 4
2018/3/24, 71, 53, 80, 17, 4, 6
2018/3/25, 104, 53, 43, 16, 3, 5
2018/3/26, 105, 48, 41, 14, 2, 4
2018/3/27, 91, 42, 36, 15, 2, 4
2018/3/28, 82, 45, 52, 16, 2, 5
2018/3/29, 84, 37, 33, 11, 1, 2
2018/3/30, 56, 36, 36, 11, 2, 2
2018/3/31, 63, 58, 58, 14, 3, 4
2017/10/1, 79, 48, 49, 11, 4, 5
2017/10/2, 95, 41, 40, 12, 4, 3
2017/10/3, 73, 30, 36, 7, 4, 2
2017/10/4, 54, 31, 39, 9, 3, 3
2017/10/5, 46, 24, 24, 12, 3, 4
2017/10/6, 49, 29, 32, 7, 3, 2
2017/10/7, 43, 26, 28, 5, 2, 2
2017/10/8, 38, 29, 50, 10, 6, 3
2017/10/9, 49, 25, 57, 11, 4, 3
2017/10/10, 61, 20, 22, 5, 2, 2
2017/10/11, 34, 15, 18, 9, 3, 1
2017/10/12, 31, 17, 30, 7, 1, 2
2017/10/13, 35, 8, 20, 10, 2, 3
2017/10/14, 14, 17, 4, 15, 3, 5
2017/10/15, 38, 26, 34, 9, 3, 3
2017/10/16, 37, 20, 28, 7, 4, 2
2017/10/17, 26, 22, 31, 9, 2, 3
2017/10/18, 41, 24, 31, 7, 2, 2
2017/10/19, 50, 19, 33, 9, 3, 2
2017/10/20, 43, 37, 46, 10, 2, 2
2017/10/21, 62, 42, 57, 9, 2, 4
2017/10/22, 76, 56, 50, 13, 2, 4
2017/10/23, 101, 46, 44, 12, 2, 3
2017/10/24, 73, 37, 47, 10, 3, 2
2017/10/25, 62, 34, 45, 9, 3, 2
2017/10/26, 52, 36, 47, 11, 3, 3
2017/10/27, 64, 48, 52, 10, 3, 3
2017/10/28, 80, 49, 53, 8, 2, 4
2017/10/29, 79, 47, 43, 9, 3, 2
2017/10/30, 73, 23, 32, 11, 3, 2
2017/10/31, 37, 26, 34, 14, 4, 3
2017/11/1, 48, 24, 31, 12, 3, 3
2017/11/2, 52, 26, 39, 12, 3, 2
2017/11/3, 52, 36, 51, 8, 3, 3
2017/11/4, 63, 18, 35, 5, 2, 2
2017/11/5, 43, 37, 42, 20, 3, 6
2017/11/6, 64, 39, 51, 14, 4, 5
2017/11/7, 76, 25, 35, 9, 2, 3
2017/11/8, 47, 32, 41, 10, 2, 3
2017/11/9, 62, 30, 37, 13, 3, 3
2017/11/10, 62, 37, 37, 10, 2, 3
2017/11/11, 74, 15, 27, 11, 2, 3
2017/11/12, 45, 16, 24, 17, 4, 3
2017/11/13, 47, 16, 23, 16, 3, 3
2017/11/14, 48, 25, 33, 13, 3, 3
2017/11/15, 48, 30, 41, 18, 3, 4
2017/11/16, 60, 51, 43, 16, 3, 6
2017/11/17, 101, 25, 30, 11, 2, 4
2017/11/18, 57, 10, 28, 8, 1, 2
2017/11/19, 26, 12, 25, 10, 3, 2
2017/11/20, 31, 18, 27, 13, 4, 3
2017/11/21, 34, 9, 30, 2, 2, 2
2017/11/22, 39, 43, 24, 16, 2, 4
2017/11/23, 61, 37, 26, 11, 4, 3
2017/11/24, 55, 22, 24, 16, 2, 3
2017/11/25, 38, 22, 28, 10, 2, 4
2017/11/26, 42, 21, 30, 12, 2, 3
2017/11/27, 38, 35, 22, 19, 4, 5
2017/11/28, 56, 57, 48, 17, 4, 6
2017/11/29, 117, 20, 28, 8, 3, 3
2017/11/30, 30, 18, 30, 8, 2, 2
2017/12/1, 41, 14, 28, 10, 3, 3
2017/12/2, 34, 16, 28, 8, 2, 3
2017/12/3, 31, 41, 40, 9, 3, 3
2017/12/4, 71, 49, 37, 11, 3, 3
2017/12/5, 81, 31, 31, 16, 5, 4
2017/12/6, 58, 17, 25, 15, 3, 3
2017/12/7, 39, 46, 35, 12, 2, 4
2017/12/8, 81, 29, 27, 20, 3, 6
2017/12/9, 61, 34, 36, 13, 3, 4
2017/12/10, 60, 50, 37, 10, 4, 4
2017/12/11, 79, 17, 31, 12, 3, 3
2017/12/12, 42, 11, 29, 8, 4, 3
2017/12/13, 27, 16, 30, 11, 3, 3
2017/12/14, 31, 31, 34, 20, 4, 5
2017/12/15, 53, 20, 30, 7, 2, 3
2017/12/16, 35, 29, 29, 6, 3, 3
2017/12/17, 64, 16, 27, 10, 3, 2
2017/12/18, 38, 23, 29, 11, 3, 4
2017/12/19, 51, 31, 29, 10, 2, 3
2017/12/20, 47, 33, 33, 12, 3, 3
2017/12/21, 53, 37, 33, 22, 4, 6
2017/12/22, 66, 57, 59, 23, 5, 7
2017/12/23, 105, 62, 41, 14, 4, 5
2017/12/24, 119, 70, 39, 12, 5, 6
2017/12/25, 118, 40, 31, 13, 4, 4
2017/12/26, 60, 27, 34, 10, 2, 3
2017/12/27, 35, 40, 27, 22, 3, 5
2017/12/28, 62, 30, 28, 12, 3, 3
2017/12/29, 45, 27, 35, 10, 4, 3
2017/12/30, 47, 55, 31, 10, 3, 6
2017/12/31, 97, 35, 35, 10, 3, 5
2017/7/1, 28, 16, 29, 12, 2, 2
2017/7/2, 19, 15, 24, 7, 3, 2
2017/7/3, 23, 19, 27, 10, 2, 2
2017/7/4, 28, 19, 29, 13, 3, 3
2017/7/5, 20, 21, 27, 12, 4, 3
2017/7/6, 27, 19, 36, 13, 3, 4
2017/7/7, 27, 22, 30, 11, 3, 3
2017/7/8, 27, 14, 22, 8, 3, 3
2017/7/9, 22, 18, 25, 7, 4, 2
2017/7/10, 28, 18, 22, 12, 2, 3
2017/7/11, 36, 18, 22, 10, 4, 3
2017/7/12, 38, 16, 24, 8, 3, 2
2017/7/13, 32, 16, 27, 9, 3, 3
2017/7/14, 40, 17, 28, 8, 2, 2
2017/7/15, 32, 21, 28, 9, 4, 2
2017/7/16, 46, 25, 32, 10, 3, 3
2017/7/17, 50, 32, 40, 9, 5, 2
2017/7/18, 52, 23, 30, 10, 2, 2
2017/7/19, 50, 20, 30, 10, 4, 2
2017/7/20, 48, 19, 28, 12, 3, 3
2017/7/21, 44, 25, 54, 11, 4, 3
2017/7/22, 56, 28, 33, 9, 4, 3
2017/7/23, 60, 24, 37, 9, 5, 3
2017/7/24, 55, 15, 26, 9, 4, 3
2017/7/25, 35, 18, 29, 12, 4, 3
2017/7/26, 45, 29, 42, 11, 4, 3
2017/7/27, 65, 30, 50, 10, 3, 2
2017/7/28, 62, 22, 22, 5, 2, 1
2017/7/29, 14, 15, 26, 5, 2, 3
2017/7/30, 16, 14, 18, 14, 2, 5
2017/7/31, 29, 17, 21, 14, 3, 5
2017/8/1, 38, 21, 45, 13, 4, 4
2017/8/2, 51, 25, 34, 11, 3, 3
2017/8/3, 54, 22, 25, 9, 2, 3
2017/8/4, 44, 24, 21, 8, 2, 3
2017/8/5, 45, 22, 23, 8, 3, 3
2017/8/6, 40, 19, 24, 8, 4, 3
2017/8/7, 39, 20, 18, 7, 3, 3
2017/8/8, 35, 21, 20, 6, 2, 3
2017/8/9, 33, 20, 24, 8, 3, 2
2017/8/10, 30, 25, 25, 9, 3, 3
2017/8/11, 39, 26, 19, 10, 4, 3
2017/8/12, 48, 21, 19, 8, 4, 3
2017/8/13, 39, 16, 17, 9, 4, 3
2017/8/14, 29, 16, 17, 10, 5, 3
2017/8/15, 37, 18, 22, 10, 3, 3
2017/8/16, 42, 18, 29, 9, 3, 2
2017/8/17, 39, 21, 37, 11, 2, 2
2017/8/18, 57, 23, 40, 11, 5, 2
2017/8/19, 58, 18, 29, 7, 4, 2
2017/8/20, 46, 27, 24, 9, 2, 2
2017/8/21, 51, 33, 50, 11, 5, 4
2017/8/22, 67, 21, 29, 14, 3, 4
2017/8/23, 33, 24, 34, 12, 4, 3
2017/8/24, 32, 22, 34, 9, 3, 3
2017/8/25, 28, 32, 64, 11, 5, 4
2017/8/26, 47, 27, 33, 10, 2, 3
2017/8/27, 46, 19, 31, 11, 4, 3
2017/8/28, 26, 21, 25, 8, 3, 2
2017/8/29, 32, 25, 23, 7, 3, 2
2017/8/30, 28, 22, 30, 9, 2, 3
2017/8/31, 31, 25, 36, 8, 2, 3
2017/9/1, 37, 11, 34, 7, 2, 3
2017/9/2, 19, 15, 39, 9, 3, 2
2017/9/3, 32, 22, 40, 10, 3, 3
2017/9/4, 44, 28, 31, 11, 3, 3
2017/9/5, 51, 32, 11, 9, 1, 3
2017/9/6, 59, , , , , 
2017/9/11, 48, , , , , 
2017/9/21, 97, 38, 39, 14, 5, 4
2017/9/22, 79, 36, 53, 14, 4, 4
2017/9/23, 73, 32, 33, 10, 4, 3
2017/9/24, 67, 20, 24, 8, 4, 2
2017/9/25, 44, 21, 17, 12, 4, 4
2017/9/26, 48, 26, 44, 14, 4, 4
2017/9/27, 56, 33, 45, 12, 5, 3
2017/9/28, 69, 36, 39, 12, 5, 3
2017/9/29, 63, 27, 64, 15, 4, 4
2017/9/30, 59, 39, 68, 12, 5, 4
2017/4/1, 95, 49, 67, 9, 4, 4
2017/4/2, 90, 36, 56, 10, 2, 3
2017/4/3, 65, 47, 80, 15, 3, 5
2017/4/4, 82, 50, 44, 21, 2, 5
2017/4/5, 80, 57, 49, 20, 4, 6
2017/4/6, 100, 50, 28, 21, 4, 7
2017/4/7, 90, 38, 38, 14, 3, 5
2017/4/8, 63, 39, 21, 11, 3, 4
2017/4/9, 61, 30, 21, 6, 2, 3
2017/4/10, 33, 23, 24, 13, 2, 4
2017/4/11, 34, 30, 43, 15, 2, 5
2017/4/12, 52, 48, 52, 20, 4, 5
2017/4/13, 84, 41, 38, 26, 3, 8
2017/4/14, 70, 43, 38, 21, 3, 9
2017/4/15, 68, 38, 29, 14, 4, 6
2017/4/16, 68, 35, 25, 13, 2, 4
2017/4/17, 48, 37, 28, 11, 2, 3
2017/4/18, 43, 57, 43, 13, 2, 4
2017/4/19, 96, 38, 25, 12, 3, 4
2017/4/20, 67, 29, 35, 10, 4, 3
2017/4/21, 51, 34, 44, 14, 3, 4
2017/4/22, 58, 46, 57, 8, 2, 3
2017/4/23, 63, 38, 36, 22, 3, 6
2017/4/24, 68, 50, 46, 20, 12, 7
2017/4/25, 69, 48, 43, 16, 5, 6
2017/4/26, 78, 24, 43, 12, 2, 3
2017/4/27, 37, 36, 51, 8, 3, 3
2017/4/28, 51, 41, 68, 20, 3, 6
2017/4/29, 66, 43, 73, 19, 4, 6
2017/4/30, 73, 51, 83, 19, 3, 6
2017/5/1, 90, 42, 47, 15, 3, 5
2017/5/2, 78, 45, 38, 19, 4, 5
2017/5/3, 78, 45, 28, 14, 3, 5
2017/5/4, 74, 37, 20, 13, 2, 4
2017/5/5, 69, 40, 47, 14, 3, 5
2017/5/6, 73, 39, 42, 10, 3, 3
2017/5/7, 49, 71, 41, 10, 2, 4
2017/5/8, 75, 31, 35, 11, 1, 4
2017/5/9, 42, 33, 57, 13, 3, 4
2017/5/10, 50, 42, 42, 13, 3, 4
2017/5/11, 63, 36, 32, 11, 4, 4
2017/5/12, 48, 27, 31, 11, 2, 4
2017/5/13, 26, 30, 43, 13, 3, 4
2017/5/14, 50, 33, 45, 11, 3, 4
2017/5/15, 59, 13, 37, 16, 3, 3
2017/5/16, 26, 26, 55, 11, 5, 3
2017/5/17, 46, 29, 55, 12, 3, 3
2017/5/18, 43, 26, 31, 15, 3, 4
2017/5/19, 45, 23, 49, 13, 3, 3
2017/5/20, 46, 51, 35, 11, 3, 3
2017/5/21, 42, 44, 43, 14, 3, 4
2017/5/22, 42, 37, 29, 10, 3, 3
2017/5/23, 57, 18, 26, 12, 2, 3
2017/5/24, 34, 24, 31, 13, 2, 4
2017/5/25, 40, 40, 37, 15, 3, 3
2017/5/26, 49, 20, 35, 12, 2, 3
2017/5/27, 27, 18, 48, 10, 3, 3
2017/5/28, 29, 15, 44, 9, 2, 3
2017/5/29, 20, 35, 35, 11, 3, 3
2017/5/30, 47, 24, 32, 10, 2, 3
2017/5/31, 45, 18, 20, 7, 2, 3
2017/6/1, 18, 14, 28, 11, 2, 3
2017/6/2, 24, 13, 21, 16, 3, 5
2017/6/3, 24, 15, 32, 10, 2, 4
2017/6/4, 25, 25, 36, 12, 2, 4
2017/6/5, 50, 43, 47, 13, 3, 5
2017/6/6, 78, 19, 24, 9, 2, 3
2017/6/7, 45, 22, 35, 9, 2, 3
2017/6/8, 45, 31, 40, 11, 2, 4
2017/6/9, 60, 29, 39, 9, 1, 4
2017/6/10, 50, 23, 32, 8, , 3
2017/6/11, 32, 21, 21, 11, 2, 4
2017/6/12, 28, 22, 28, 10, 4, 3
2017/6/13, 29, 9, 31, 8, 2, 3
2017/6/14, 13, 11, 32, 20, 2, 4
2017/6/15, 29, 11, 25, 12, 2, 3
2017/6/16, 28, 8, 40, 12, 2, 3
2017/6/17, 15, 9, 22, 9, 2, 3
2017/6/18, 19, 19, 26, 9, 3, 3
2017/6/19, 31, 21, 24, 8, 3, 3
2017/6/20, 27, 16, 21, 7, 3, 3
2017/6/21, 26, 17, 24, 11, 4, 3
2017/6/22, 28, 18, 17, 11, 4, 3
2017/6/23, 29, 18, 19, 9, 3, 4
2017/6/24, 24, 17, 19, 7, 3, 2
2017/6/25, 22, 21, 20, 7, 4, 2
2017/6/26, 26, 22, 19, 8, 3, 2
2017/6/27, 26, 22, 27, 9, 3, 1
2017/6/28, 37, 22, 28, 9, 3, 2
2017/6/29, 39, 26, 41, 12, 3, 3
2017/6/30, 50, 18, 38, 11, 3, 3
2017/1/2, 90, 44, 25, 16, 4, 3
2017/1/3, 65, 50, 28, 23, 3, 7
2017/1/4, 80, 62, 28, 22, 3, 7
2017/1/5, 127, 57, 32, 16, 4, 5
2017/1/6, 116, 49, 28, 15, 3, 5
2017/1/7, 82, 38, 24, 15, 4, 6
2017/1/8, 74, 44, 28, 15, 4, 6
2017/1/9, 74, 49, 34, 18, 5, 6
2017/1/10, 92, 47, 33, 15, 4, 5
2017/1/11, 80, 38, 26, 12, 3, 4
2017/1/12, 62, 18, 26, 14, 2, 5
2017/1/13, 35, 36, 35, 11, 4, 4
2017/1/14, 71, 19, 29, 10, 4, 3
2017/1/15, 38, 18, 27, 11, 3, 3
2017/1/16, 32, 33, 28, 18, 4, 5
2017/1/17, 45, 40, 29, 12, 3, 4
2017/1/18, 54, 34, 26, 12, 3, 4
2017/1/19, 54, 41, 29, 12, 3, 5
2017/1/20, 71, 42, 30, 14, 3, 4
2017/1/21, 68, 44, 42, 10, 3, 4
2017/1/22, 69, 48, 36, 9, 2, 3
2017/1/23, 69, 25, 30, 11, 3, 3
2017/1/24, 42, 31, 30, 11, 4, 3
2017/1/25, 46, 38, 36, 13, , 4
2017/1/26, 69, 39, 37, 13, 3, 4
2017/1/27, 83, 40, 38, 4, 2, 2
2017/1/28, 70, 55, 36, , 3, 4
2017/1/29, 109, 46, 28, 49, 2, 4
2017/1/30, 97, 19, 32, 10, 2, 3
2017/1/31, 42, 26, 29, 8, 3, 3
2017/2/1, 50, 33, 32, 9, 2, 3
2017/2/2, 56, 39, 27, 17, 2, 4
2017/2/3, 62, 50, 29, 15, 2, 3
2017/2/4, 70, 42, 27, 9, 2, 2
2017/2/5, 76, 62, 38, 12, 4, 5
2017/2/6, 108, 47, 38, 15, 3, 4
2017/2/7, 78, 41, 29, 16, 3, 3
2017/2/8, 61, 34, 32, 10, 3, 4
2017/2/9, 63, 63, 39, 12, 3, 5
2017/2/10, 128, 48, 36, 11, 4, 3
2017/2/11, 81, 34, 34, 9, 3, 2
2017/2/12, 57, 32, 37, 9, 3, 3
2017/2/13, 58, 39, 44, 13, 3, 4
2017/2/14, 68, 47, 46, 20, 4, 6
2017/2/15, 87, 56, 39, 24, 4, 7
2017/2/16, 103, 46, 32, 23, 4, 5
2017/2/17, 81, 68, 41, 12, 3, 3
2017/2/18, 124, 55, 49, 15, 3, 5
2017/2/19, 92, 56, 36, 25, 4, 6
2017/2/20, 103, 46, 34, 13, 3, 4
2017/2/21, 70, 33, 27, 22, 2, 6
2017/2/22, 58, 28, 20, 14, 3, 5
2017/2/23, 52, 26, 30, 11, 1, 3
2017/2/24, 49, 18, 31, 10, 2, 3
2017/2/25, 37, 30, 35, 11, 2, 3
2017/2/26, 57, 54, 44, 11, 3, 4
2017/2/27, 88, 45, 45, 17, 4, 5
2017/2/28, 88, 41, 34, 23, 4, 5
2017/3/1, 68, 64, 42, 14, 4, 4
2017/3/2, 89, 48, 37, 23, 3, 5
2017/3/3, 80, 56, 30, 27, 6, 7
2017/3/4, 91, 63, 51, 26, 6, 8
2017/3/5, 120, 50, 47, 12, 2, 3
2017/3/6, 81, 46, 37, 22, 4, 4
2017/3/7, 81, 41, 40, 17, 6, 4
2017/3/8, 86, 37, 35, 24, 2, 6
2017/3/9, 74, 26, 35, 21, 2, 6
2017/3/10, 57, 26, 42, 14, 2, 4
2017/3/11, 36, 57, 41, 10, 2, 4
2017/3/12, 76, 46, 33, 16, 4, 5
2017/3/13, 84, 33, 43, 9, 2, 3
2017/3/14, 50, 36, 37, 14, 3, 4
2017/3/15, 50, 22, 29, 21, 2, 4
2017/3/16, 51, 34, 35, 15, 4, 3
2017/3/17, 49, 50, 33, 16, 3, 4
2017/3/18, 88, 36, 32, 12, 2, 4
2017/3/19, 51, 42, 34, 18, 3, 6
2017/3/20, 63, 44, 39, 14, 3, 6
2017/3/21, 71, 33, 49, 12, 3, 4
2017/3/22, 51, 25, 39, 15, 3, 4
2017/3/23, 34, 35, 48, 15, 3, 5
2017/3/24, 51, 21, 39, 10, 2, 4
2017/3/25, 41, 55, 39, 12, 3, 4
2017/3/26, 88, 57, 53, 16, 4, 5
2017/3/27, 80, 69, 67, 22, 3, 7
2017/3/28, 100, 91, 56, 23, 5, 6
2017/3/29, 115, 88, 39, 22, 5, 6
